rank,Video,Video views,Likes,Dislikes,Category,published
263,Los Presidentes,712072.0,8473.0,0.0,Music,2024
264,Headie One - Princess Cuts (Official Video) ft. Young T & Bugsey,429900.0,29311.0,225.0,Music,2020
265,三代目 J SOUL BROTHERS from EXILE TRIBE / Rat-tat-tat (Music Video),1538191.0,57477.0,1246.0,People & Blogs,2020
266,고래 Dive Into You,852020.0,143052.0,276.0,Music,2021
267,"Andy Rivera, Totoy El Frio - No Es la Misma (Video Oficial)",298089.0,24333.0,277.0,Music,2021
268,Bıraktığın Gibi Burdayım,1889571.0,13340.0,0.0,Music,2024
269,VV - Neon Noir,447123.0,21012.0,0.0,Music,2023
270,"Ysrael Barajas, Miranda León - Ropa de Bazar (Letra/Lyrics)",303440.0,16638.0,0.0,Music,2024
271,Silent Monks Singing Halleluia,21061223.0,50817.0,1336.0,Comedy,2008
272,"Oxlade, Camila Cabello - KU LO SA (Official Video)",4750630.0,141891.0,0.0,Music,2022
273,Seen,1212699.0,8362.0,0.0,Music,2023
274,EVLİ MUTLU CISTAK,1024855.0,5714.0,0.0,Music,2024
275,Maradonna Gods Hand,3777997.0,2300.0,854.0,Sports,2007
276,ディア♡マイフレンド feat. ちゅーたん（CV：早見沙織）／HoneyWorks,1619449.0,56482.0,0.0,Music,2023
277,"Kevin AMF, Omar Landell - Blair (Video Oficial)",2762811.0,51542.0,0.0,Music,2024
278,Eden Muñoz - NTP,553461.0,14462.0,0.0,Music,2024
279,0 Sharpness knife test?💀,113886130.0,4702361.0,0.0,People & Blogs,2024
280,Exchange gift with my girls 🫶🫂,49970474.0,1810818.0,0.0,People & Blogs,2025
281,Если мент....,10748286.0,7504.0,4116.0,Music,2010
282,Guy orders bong. Package arrives and its an Xbox remote.,1486888.0,20547.0,933.0,People & Blogs,2018
283,Tu Boda 2,1501104.0,41056.0,0.0,Music,2024
284,Naruto german opening,2082329.0,27628.0,1967.0,Entertainment,2007
285,Real Boston Richey - Help Me (Official Music Video),783263.0,17671.0,0.0,Music,2024
286,Alkpote - Patek (Clip officiel) ft. Kalash Criminel,271206.0,16776.0,322.0,Music,2019
287,The Big Fat Quiz Of The 90s   Mr Blobby,951835.0,7347.0,121.0,People & Blogs,2014
288,Хоккей в фуре - вызов принят!,1556347.0,2726.0,1433.0,Sports,2017
289,Ready? Ready.,1486824.0,4805.0,143.0,People & Blogs,2016
290,Dog meets baby kitten,5856946.0,2705.0,83.0,People & Blogs,2014
291,Party Boy Corey Worthington and his Famous Sunglasses,896419.0,7060.0,152.0,News & Politics,2008
292,Lil Nas X - Panini (Official Audio),699364.0,162807.0,4419.0,Music,2019
293,"Ben&Ben - Dear | Official Lyric Video | Recorded Live in Firdaus Studio, Dubai",790924.0,32192.0,0.0,Music,2022
294,HURTZ,1140569.0,23225.0,0.0,Music,2023
295,Tengo Un Plan (Remix),2381406.0,41572.0,0.0,Music,2024
296,Обиратиму себе,637180.0,18265.0,0.0,Music,2024
297,Garam Dan Madu,1051681.0,18600.0,0.0,Music,2024
298,EDWIN SARKISSIAN BLOWS STUFF UP (REAL OR FAKE?COMMENT BELOW!)                #shorts #funny #comedy,27460495.0,1785958.0,0.0,Gaming,2024
299,"Olly, Angelina Mango, JVLI - Per due come noi (Official Video)",3822060.0,38443.0,0.0,Music,2024
300,İhtimallerde Yoksan,2028211.0,10812.0,0.0,Music,2024
301,c`e solo l inter... a farci ridere,2136208.0,3379.0,1966.0,Sports,2007
302,"Jeopardy ""Who Is The Spiciest Memelord"" ORIGINAL",1434589.0,25484.0,432.0,People & Blogs,2017
303,Танк Армата,3954302.0,4636.0,1033.0,Unknown,2015
304,"Pop Smoke - For The Night (Audio) ft. Lil Baby, DaBaby",2031584.0,129397.0,1329.0,Music,2020
305,"42 Dugg, Roddy Ricch - 4 Da Gang (Official Music Video)",466902.0,31895.0,658.0,Music,2021
306,Zooming in the 90s fixed,3490548.0,59814.0,296.0,People & Blogs,2018
307,German Shepherd scared of Stuffed Toy Tiger. Very Funny! (ORIGINAL VIDEO & VERSION)),5352751.0,6997.0,171.0,People & Blogs,2015
308,"This is a dollar, not a card",1144211.0,6389.0,132.0,People & Blogs,2017
309,Ayra Starr - Rush,17367547.0,272550.0,0.0,People & Blogs,2022
310,Селфхарм,3382541.0,114279.0,0.0,Music,2024
311,Tyla Yaweh - Stuntin' On You (Official Music Video) ft. DaBaby,2284537.0,86991.0,1164.0,Music,2020
312,Isadora Pompeo - Azeite (Ao Vivo),741351.0,18469.0,0.0,Music,2024
313,SHARK ATTACK - Don't touch the glass !!,2058082.0,7435.0,1067.0,People & Blogs,2014
314,Orangutan loves baby bump,5989058.0,4282.0,282.0,Music,2016
315,Happy Birthday Cody,734558.0,7194.0,191.0,Entertainment,2011
316,Arjan Vailly,5460189.0,64375.0,0.0,Music,2023
317,Struggling with a new Phone,1451235.0,16223.0,634.0,Entertainment,2017
318,Darell - Lollipop (Official Video),47154379.0,381348.0,0.0,Music,2023
319,A Needed Response,11622727.0,39804.0,1872.0,Unknown,2013
320,Police take advantage of a Drunk Girl,36311875.0,24016.0,4340.0,News & Politics,2008
321,Halle - In Your Hands (Official Video),3395853.0,257865.0,0.0,Music,2024
322,Shopping at Walmart GONE WRONG,21204579.0,2190931.0,0.0,People & Blogs,2024
323,perfekte welle,2337888.0,4430.0,174.0,Unknown,2005
324,Вигадав,540094.0,10695.0,0.0,Music,2024
325,Geraldine Loves Star Wars,4291444.0,86656.0,984.0,Entertainment,2016
326,2017 04 12 Przejscie,1098005.0,7520.0,422.0,People & Blogs,2017
327,"Jay Wheeler, Mora - Textos Fríos (Video Oficial)",13418225.0,213474.0,0.0,Music,2024
328,Идея  фотосессии для новорождённого,53051362.0,1156874.0,0.0,People & Blogs,2024
329,Imagine,1852377.0,42090.0,0.0,Music,2024
330,Maddie Waiting for the Beat to Drop,9868674.0,68446.0,2692.0,People & Blogs,2017
331,Rels B - SI NO TE VEO (Audio),398259.0,46530.0,291.0,Music,2019
332,Blümchen (Blossom) - Herz an Herz,2257460.0,3800.0,199.0,Music,2006
333,Ice Spice - Deli,23262740.0,512173.0,0.0,Music,2023
334,Amazing talent in painting,66925468.0,1437116.0,0.0,People & Blogs,2024
335,можно,368754.0,13587.0,0.0,Music,2024
336,Malty 2BZ - Black Side (Clip Officiel),288010.0,13130.0,0.0,People & Blogs,2022
337,Finally united again! Shot on ​⁠@insta360 X4 pilot below ​⁠@egorposokhin9187 #nike #justdoit,43054306.0,1001515.0,0.0,Sports,2024
338,"Dani Ribba, Tiago PZK - Cuando Me Ves (Official Video)",996589.0,171095.0,773.0,Music,2021
339,Girl In Car Flashes Her Bra & Then Crashes Into A Truck!,9884005.0,7891.0,2334.0,People & Blogs,2009
340,#enchantedkingdom #wackywizard #winner #philippines,54645951.0,2849748.0,0.0,Entertainment,2024
341,WTC in a perfect world,3476635.0,5982.0,2129.0,Film & Animation,2007
342,Птиц засасывает вместе с зерном на хлебозаводе,3120409.0,21206.0,2663.0,People & Blogs,2016
343,westerland,5289591.0,8542.0,269.0,Unknown,2006
344,Funny Foul Shot Blooper,2540079.0,3507.0,93.0,Sports,2011
345,Cupid (Twin Ver.),13169224.0,255470.0,0.0,Music,2023
346,Nuovaluce Beauty Acne Device Kickstarter Video FDA Cleared www.nuovalucebeauty.com,498941.0,4783.0,182.0,People & Blogs,2017
347,"Darell - ""Caliente"" Live Performance | Vevo",240125.0,15630.0,143.0,Music,2019
348,Apple Engineer Talks About New 2016 Macbook Pro,2501055.0,36876.0,729.0,Science & Technology,2016
349,When your Amish town is frozen,512991.0,4645.0,135.0,People & Blogs,2018
350,Phoenix - Lisztomania - Boston University Brat Pack Mashup,3824693.0,15236.0,858.0,Unknown,2010
351,Parks and Recreation called it back in 2015. Cubs World Series 2016!,205257.0,1557.0,113.0,Travel & Events,2016
352,Dog scared by fart,5938416.0,3883.0,129.0,Comedy,2015
353,Official髭男dism - Subtitle [Official Video],22449034.0,240778.0,0.0,Music,2022
354,#Despacito with snoring - Despacito con ronquidos,2812994.0,18051.0,762.0,People & Blogs,2017
355,XQ Te Pones Así,3603275.0,73533.0,0.0,Music,2022
356,Squid Game - Round and Round Mingle (Marimba Ringtone),2926254.0,49820.0,0.0,Music,2024
357,Bro turned his pet bird into a boomerang #funny #shortsfeed #fypシ゚ #foryoushorts #foryoupageシ,25212564.0,1555534.0,0.0,People & Blogs,2024
358,Rema - HEHEHE (Official Music Video),2185009.0,47843.0,0.0,Music,2024
359,Skylar Blatt - Wake Up (Official Video) ft. Chris Brown,1294645.0,71774.0,0.0,Music,2024
360,Into You (네가 내 마음에 자리 잡았다 (Into You)),2594431.0,22542.0,0.0,Music,2024
361,Amigos y Enemigos Almighty,1099456.0,8224.0,0.0,Music,2024
362,Funniest Arrest Ever 🤣🤣,27078354.0,1754973.0,0.0,People & Blogs,2024
363,Lee Sin's great escape [Fixed!],1610253.0,9278.0,152.0,Gaming,2012
364,Could you do it faster?,112237591.0,3470844.0,0.0,Sports,2024
365,"Rels B, Morad - NO TE IMAGINAS",2930422.0,124350.0,2668.0,Unknown,2020
366,Let’s make more room! #fivestarchevrolet #electricvehicle #electrictruck #silveradoev #electriccar,63920647.0,2301216.0,0.0,People & Blogs,2024
367,iDubbbzTV Ganks His Streamer Girlfriend,2640646.0,44917.0,1219.0,People & Blogs,2017
368,그래서 그대는,1830212.0,7770.0,0.0,Music,2024
369,Sarunas Jasikevicius talks about kids,1935028.0,19991.0,266.0,Sports,2017
370,Part 1 #sultan love ❤️,32679182.0,1455316.0,0.0,People & Blogs,2023
371,Whitetail Yearling Hung Up In Fence!!! #deer #fence,77810117.0,1343960.0,0.0,People & Blogs,2023
372,#joerogan #jre #cooking #steak,1709040.0,64601.0,0.0,Unknown,2023
373,Guasto D'Amore,872248.0,18162.0,0.0,Music,2023
374,Когда твой худший враг - это ковер,2051016.0,18663.0,1807.0,People & Blogs,2017
375,"Darell, Brytiago - Velitas (Official Video)",283361.0,50452.0,371.0,Music,2019
376,Lloyiso - What I Would Say (Audio),567552.0,21821.0,0.0,Music,2022
377,PUNTO G,1263909.0,19125.0,0.0,Music,2023
378,Don't put accelerants on bonfires,831666.0,8625.0,449.0,People & Blogs,2017
379,Of Monsters And Men - Love Love Love,3474904.0,16311.0,170.0,Music,2010
380,"Moncho Chavea, Oscar El Ruso, Samueliyo Baby, Samuel G - PAM PAM",1590709.0,13425.0,0.0,Music,2024
381,Obsessed,665288.0,16489.0,0.0,Music,2024
382,"Jhay Cortez, J. Balvin, Bad Bunny - No Me Conoce (Remix)",2356628623.0,6622023.0,0.0,Music,2019
383,HOW TO GET IT - HYPNOTIQ FT. LIL WAYNE (PRODUCED BY SOUNDMASTER T),3040398.0,8936.0,17.0,Music,2016
384,Tom Cruise Scientology Video - ( Original UNCUT ),14240339.0,91156.0,18041.0,Entertainment,2008
385,RickRoll'D,78178105.0,318037.0,44953.0,Music,2007
386,Did TRUMP quote Bane from Batman?,1515396.0,23125.0,2080.0,Sports,2017
387,"Gerald Daugherty Campaign: ""Please Re-Elect Gerald...Please!""",3923892.0,6783.0,103.0,People & Blogs,2016
388,La ce te gândești,875147.0,11957.0,0.0,Music,2023
389,SuperM - One (Monster & Infinity) (Live From The Ellen DeGeneres Show / 2020),515423.0,138534.0,459.0,Music,2020
390,Rally driver's killer reflexes,7261710.0,15509.0,685.0,Sports,2011
391,"Spinal Tap - ""These go to eleven....""",1880022.0,10651.0,160.0,Comedy,2011
392,If you watch this 100 times you'll still laugh !,45597951.0,97649.0,27835.0,Comedy,2008
393,Nice Fight - Cops vs Drug Dealer,17166129.0,12980.0,3713.0,Entertainment,2008
394,Leopard tank`s powerful brake  #trending #brake  #edit #tank #panzar #viralvideo #shorts,24984219.0,1209144.0,0.0,Autos & Vehicles,2025
395,How to Survive Hurricane Irma,1463561.0,42458.0,240.0,Pets & Animals,2017
396,The Grooms daughter leave him a message before her and her mummy walk down the aisle!,32084269.0,1966045.0,0.0,People & Blogs,2025
397,Otonoke,4056060.0,141806.0,0.0,Music,2024
398,Buffet,2751775.0,5401.0,342.0,Comedy,2016
399,Fresh Prince - If we so rich....,3974115.0,67527.0,617.0,Comedy,2010
400,КИЕВСТОУНЕР С ДЕВОЧКАМИ НА ОСТРОВЕ!!!,1071363.0,10487.0,1446.0,People & Blogs,2018
401,Top 20. Soundtracks Of All Times!,3590248.0,2836.0,2542.0,Music,2007
402,#movie #paddington #shorts The food has improved!,21849049.0,1660511.0,0.0,People & Blogs,2024
403,Tom Holland performs Rihanna's Umbrella,387821.0,6496.0,100.0,Comedy,2017
404,Ben Kalbimin Orta Yerine Seni Yazdım,765423.0,4561.0,0.0,Music,2024
405,Вратарь «Трактора» станцевал на матче в поддержку Чемпионата России по Фигурному Катанию,1071135.0,19613.0,634.0,People & Blogs,2016
406,ARTH 2 Theatrical Trailer | Arth The Destination Official Trailer 2017,1342169.0,8347.0,14.0,Entertainment,2017
407,Fox News idiocy.,1227176.0,5383.0,457.0,News & Politics,2017
408,Customer Fail!,4525935.0,8052.0,2288.0,People & Blogs,2016
409,This is what sauna sessions are ACTUALLY like. #workout #funny #comedy #training #fitness #sauna,21305425.0,1333855.0,0.0,Sports,2024
410,Ministry of Silly Walks,9558072.0,39783.0,1251.0,Comedy,2006
411,Girl blown by a plane,12255456.0,7725.0,745.0,Travel & Events,2012
412,Man kicks dog see how karma takes over,1352770.0,19291.0,2041.0,Pets & Animals,2017
413,"Pop Smoke - The Woo (Audio) ft. 50 Cent, Roddy Ricch",1614596.0,107447.0,878.0,Music,2020
414,"I carved the goddess Tomie into a small seal, I wonder if Junji Ito would like it #seal carving #han",37171532.0,2371909.0,0.0,People & Blogs,2024
415,He Passed! 😂😂 #hub #goodkid #drums,21064755.0,1671791.0,0.0,People & Blogs,2024
416,porch hands,788325.0,1899.0,82.0,Film & Animation,2016
417,Polar bear petting dog,8058364.0,24707.0,1821.0,Entertainment,2016
418,Cats Welcoming Home Soldiers (parody video),2126930.0,1984.0,259.0,Comedy,2014
419,Headie One - Parlez-Vous Anglais (Official Video) ft. Aitch,321442.0,22017.0,287.0,Music,2020
420,I was in a wedding and smashed my face,1596447.0,6001.0,176.0,People & Blogs,2017
421,The emergency rescue dog is so awesome...cutepet,144116053.0,1759120.0,0.0,People & Blogs,2024
422,UFO-Doctor Doctor,1142679.0,4305.0,55.0,Music,2008
423,UP (KARINA Solo),22356411.0,285608.0,0.0,Music,2024
424,Dave Chappelle on Martin Lawrence and Hollywood Culture,1135513.0,6993.0,85.0,People & Blogs,2014
425,How to escape the cops,2758615.0,41548.0,420.0,Autos & Vehicles,2017
426,Ovechkin fight vs Columbus,908626.0,4112.0,376.0,Entertainment,2017
427,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush) (Yes or No (Feat. 허윤진 of LE SSERAFIM,...",10642441.0,69340.0,0.0,Music,2024
428,How to Prevent Your Little One's Little Shenanigans 😂👶,54076224.0,951512.0,0.0,Howto & Style,2025
429,Fat Bike caught on an Electric Fence!,3580228.0,13803.0,406.0,People & Blogs,2017
430,ProtoType gameplay,3128367.0,4724.0,605.0,Entertainment,2008
431,"Bandokay, LD - Too Many Lies (Official Video)",617358.0,25126.0,0.0,People & Blogs,2022
432,George Michael's Unfailing Internal Clock,2171746.0,46483.0,1237.0,Entertainment,2013
433,"Familiada - Imię męskie na literę O. (Oliwier, Oliwia)",969271.0,4668.0,204.0,People & Blogs,2017
434,внезапно,962437.0,2280.0,257.0,People & Blogs,2017
435,Playa Del Inglés,600424.0,25977.0,0.0,Music,2022
436,Medy feat. Capo Plaza - Arai (Visualizer),1375195.0,25007.0,0.0,Music,2023
437,Encuentra POP Queso Cheddar.,21786732.0,7102.0,0.0,Unknown,2023
438,Good old days,1249801.0,10317.0,145.0,Gaming,2016
439,"Isabela Merced, Danna Paola - Don't Go (Official Music Video)",646472.0,73160.0,1189.0,Music,2020
440,Chroma Key test,7527125.0,41698.0,1547.0,Entertainment,2010
441,КРЫМ (Трейлер для Украины),698153.0,10504.0,13998.0,People & Blogs,2017
442,Real Gunfighter Lance Thomas on Justic Files,1063456.0,6840.0,0.0,News & Politics,2009
443,Tak Ingin Usai,814482.0,6594.0,0.0,Music,2023
444,Rainbow 책갈피,653111.0,99003.0,174.0,Music,2021
445,2024年5月18日,40866372.0,663059.0,0.0,People & Blogs,2024
446,Out of Context Joffrey Baratheon,950307.0,24429.0,358.0,Gaming,2015
447,I can feel it down in my plums....,1576942.0,4498.0,153.0,Comedy,2009
448,Big Fish - trailer,2126010.0,3046.0,119.0,Entertainment,2006
449,метеорит Хакасия 06 12 2016,1344770.0,8338.0,351.0,Autos & Vehicles,2016
450,Goat baby died.. 🐐 #wildlife #halloween #funny #comedy #cutebaby #birds #baby,44519481.0,917226.0,0.0,Autos & Vehicles,2023
451,"Flau'jae, Lil Wayne - Came Out A Beast (Official Music Video)",1677409.0,48173.0,0.0,Music,2024
452,Music Marketing & Promotion. Dominate Digital Mediums  [LaxPromotion.com],139374.0,8370.0,16.0,Film & Animation,2016
453,Hard For Me,409483.0,10531.0,82.0,Music,2020
454,Raisa - Nyaman Tak Cukup (Official Music Video),776133.0,24819.0,0.0,Music,2023
455,Гимн Украины Крым Ялта 2K17,168698.0,1963.0,240.0,Nonprofits & Activism,2017
456,Best pirate I've ever seen,3531465.0,52196.0,407.0,Gaming,2018
457,Dog loves ticklish fringe,943385.0,8064.0,248.0,People & Blogs,2016
458,"Tommy Wiseau in The Room vs. James Franco in The Disaster Artist (""I did not hit her "" scene)",835947.0,7495.0,232.0,Film & Animation,2017
459,Oğuzhan Uğur Sunucunun Tezini Çürütüyor,1176753.0,16561.0,608.0,People & Blogs,2018
460,CNN (CLINTON NEWS NETWORK) TELLS VOTERS WHAT TO SAY,1179095.0,10499.0,575.0,People & Blogs,2016
461,buziak od pierwszego zatrzymania ;),1206080.0,11844.0,373.0,Sports,2018
462,Squid Game Challenge: Lee Jung-jae Edition! #squidgame #netflix #squidgame2 #leejungjae #shorts,25932476.0,952835.0,0.0,Entertainment,2025
463,Älg i vak,2104408.0,8941.0,147.0,Pets & Animals,2017
464,Kingdom Hearts: Birth By Sleep (PSP) trailer [High Quality],4245757.0,14725.0,346.0,Entertainment,2007
465,"Alphabet lore,Colors #mixingcolors #alphabet #alphabetlore #24magicalcolors",76116304.0,915850.0,0.0,People & Blogs,2024
466,Blind Guardian - The Bard's Song,4160648.0,28826.0,257.0,Music,2006
467,Охотничий кот,670799.0,5378.0,3901.0,People & Blogs,2016
468,romeo n juliet (feat. youra),994313.0,15294.0,0.0,Music,2024
469,FINNEAS - Love is Pain (Official Music Video),291407.0,30204.0,106.0,Music,2021
470,Мы едем в аду,942738.0,14706.0,1799.0,People & Blogs,2017
471,EPIC Drum Solo FAIL!,3865978.0,22231.0,900.0,Comedy,2011
472,42 Dugg - Maybach feat. Future (Official Music Video),1471860.0,64274.0,1040.0,Music,2021
473,3 steps to make a sandwich cookie #squishy #diycrafts #handmade #statisfying #cookies #fyp #foodie,66159027.0,911352.0,0.0,People & Blogs,2024
474,Dad faces some demons,1392971.0,12985.0,523.0,People & Blogs,2017
475,Kid singing Britney Spears scared to death by his mom,11940134.0,39480.0,2324.0,Comedy,2007
476,Брянск ГИБДД VS Администрация,1098298.0,15008.0,251.0,Nonprofits & Activism,2012
477,These cars did NOT want to stop 😂 #funny #shorts #shortsfeed #protest #funnyshorts #fails #cars,45224482.0,1740579.0,0.0,Autos & Vehicles,2024
478,Why’d you join the military,19687834.0,1192318.0,0.0,People & Blogs,2024
479,VISTA AL MAR,1345609.0,13378.0,0.0,Music,2023
480,BBC Weatherman Caught Giving Middle Finger on Stage,510985.0,3000.0,156.0,News & Politics,2010
481,Tiakola - 200K (Visualizer),401231.0,12736.0,0.0,Music,2023
482,a shop for killers #kdrama #leedongwook #fypシ #shorts,36495668.0,2332258.0,0.0,Entertainment,2024
483,What happened with petrol ⛽️ theif?,80215970.0,699249.0,0.0,People & Blogs,2025
484,Tutorial For Wacky The Magic Worm #shorts,31500538.0,1211363.0,0.0,Entertainment,2023
485,Tutorial on how to float (new edit) #slickback #airwalk #viral #dance,23773994.0,1033660.0,0.0,People & Blogs,2023
486,Фокусы в армии (с пюрешкой) / Magic in Russian Army,1153666.0,22703.0,864.0,People & Blogs,2016
487,"☃ Kid get's smacked by city plow driver ❄️ Belleville, Ontario",1257621.0,6113.0,2075.0,Nonprofits & Activism,2016
488,Cian Ducrot - I'll Be Waiting (Official Video),652326.0,17389.0,0.0,Music,2023
489,Even Sam Sulek struggled on this machine #arsenalstrength #samsulek #workoutmotivation #squat,21366880.0,1232670.0,0.0,Sports,2024
490,"Original Elias, Los Yakis, Big Lois - COCO",545770.0,6245.0,0.0,Music,2024
491,Today's child 💀 #trollface #shorts,33321451.0,1976502.0,0.0,Entertainment,2025
492,[HQ AUDIO]Foo Fighters & Rick Astley - Never gonna give you up - Summer Sonic Tokyo 20th August 2017,1031393.0,12930.0,294.0,Music,2017
493,Don't bring a snowball to a water fight - Original Audio,2710968.0,25296.0,736.0,Comedy,2013
494,He's trying to take care of the baby like a new mom.#movie #shorts,15528635.0,1864520.0,0.0,People & Blogs,2024
495,"Pop Smoke - The Woo ft. 50 Cent, Roddy Ricch",2498904.0,210392.0,2664.0,Music,2020
496,Camera 🙃🤭 | #shortsfeed #short #shorts #youtubeshorts #memes #memesvideo #memesdaily #meme,27417456.0,1636699.0,0.0,Science & Technology,2024
497,Rocky Balmoto,2218572.0,10869.0,1626.0,People & Blogs,2016
498,Girl stuck in the freezer,1313291.0,8876.0,916.0,People & Blogs,2016
499,Cıstak x Ne,903229.0,5919.0,0.0,Music,2024
500,Краснодарские пробки: акция по борьбе с дебильными наклейками. Inst nedobor,31346139.0,1114673.0,0.0,People & Blogs,2024
501,MILLION DOLLAR BABY,483750.0,30078.0,0.0,Music,2024
502,Lil Tjay - Hold On (Official Video),511397.0,51354.0,306.0,Music,2019
503,"Ráfaga, Maria Becerra - Mentirosa Remix (Official Video)",4234200.0,95160.0,0.0,Music,2023
504,Checking reflexes in children😮,16918143.0,1385894.0,0.0,People & Blogs,2024
505,"Raisa, Ahmad Dhani - Biar Menjadi Kenangan (Official Music Video)",879312.0,24831.0,0.0,Music,2023
506,Богатеи на Порше на митинге вкладчиков ТФБ,319543.0,5553.0,4557.0,News & Politics,2017
507,Vor dem Spiel Arminia vs Eintracht,604182.0,14665.0,1270.0,Sports,2017
508,Horse attacks alligator! Payne's prairie 4/12/17,2173396.0,2235.0,200.0,People & Blogs,2017
509,吳青峰 - （......催眠大師）（feat. Maîtrise Saint-Marc - Les Choristes）,729068.0,3681.0,0.0,Music,2022
510,Slime craft #diy #viralvideo  try it 😍🔥,50430588.0,676600.0,0.0,Howto & Style,2024
511,High School Musical 3 - Can I Have This Dance *OFFICIAL MUSIC VIDEO w/lyrics (HQ),25576382.0,23880.0,1691.0,Music,2008
512,LOTR cast make fun of Orlando Bloom,2756627.0,12934.0,195.0,Film & Animation,2011
513,How To Survive In A Snow Cave ❄️ (@OutdoorBoys),30879051.0,1986344.0,0.0,People & Blogs,2024
514,"Лидер вежливых фермеров о концерне ""Покровский""",815205.0,5214.0,1997.0,People & Blogs,2017
515,Girl honks at ship,12100810.0,69506.0,3924.0,Autos & Vehicles,2012
516,Confidence for a better voice #viralvideo #movie #funny #funny,21754025.0,1544265.0,0.0,People & Blogs,2025
517,Bobby,10522368.0,95471.0,1021.0,Film & Animation,2014
